timestamp,open,high,low,close,volume
6/20/2017,146.87,146.87,144.94,145.01,24572170
6/21/2017,145.52,146.0693,144.61,145.87,21064679
6/22/2017,145.77,146.7,145.1199,145.63,18673365
6/23/2017,145.13,147.16,145.11,146.28,25997976
6/26/2017,147.17,148.28,145.38,145.82,25524661
6/27/2017,145.01,146.16,143.62,143.73,24423643
6/28/2017,144.49,146.11,143.1601,145.83,21915939
6/29/2017,144.71,145.13,142.28,143.68,31116980
6/30/2017,144.45,144.96,143.78,144.02,22328979
7/3/2017,144.88,145.3,143.1,143.5,14258300
7/5/2017,143.69,144.79,142.7237,144.09,20758795
7/6/2017,143.02,143.5,142.41,142.73,23374374
7/7/2017,142.9,144.75,142.9,144.18,18505351
7/10/2017,144.11,145.95,143.37,145.06,21030466
7/11/2017,144.73,145.85,144.38,145.53,18311156
7/12/2017,145.87,146.18,144.82,145.74,23617964
7/13/2017,145.5,148.49,145.44,147.77,24922788
7/14/2017,147.97,149.33,147.33,149.04,19961788
7/17/2017,148.82,150.9,148.57,149.56,23243713
7/18/2017,149.2,150.13,148.67,150.08,17713795
7/19/2017,150.48,151.42,149.95,151.02,20615419
7/20/2017,151.5,151.74,150.19,150.34,17053326
7/21/2017,149.99,150.44,148.88,150.27,24671002
7/24/2017,150.58,152.44,149.9,152.09,21122730
7/25/2017,151.8,153.84,151.8,152.74,18612649
7/26/2017,153.35,153.93,153.06,153.46,15172136
7/27/2017,153.75,153.99,147.3,150.56,32175875
7/28/2017,149.89,150.23,149.19,149.5,16832947
7/31/2017,149.9,150.33,148.13,148.73,19422655
8/1/2017,149.1,150.22,148.41,150.05,24725526
8/2/2017,159.28,159.75,156.16,157.14,69222793
8/3/2017,157.05,157.21,155.02,155.57,26000738
8/4/2017,156.07,157.4,155.69,156.39,20349532
8/7/2017,157.06,158.92,156.6701,158.81,21870321
8/8/2017,158.6,161.83,158.27,160.08,35775675
8/9/2017,159.26,161.27,159.11,161.06,25640394
8/10/2017,159.9,160,154.63,155.32,39081017
8/11/2017,156.6,158.5728,156.07,157.48,25943187
8/14/2017,159.32,160.21,158.75,159.85,21754810
8/15/2017,160.66,162.195,160.14,161.6,27936774
8/16/2017,161.94,162.51,160.15,160.95,27321761
8/17/2017,160.52,160.71,157.84,157.86,26925694
8/18/2017,157.86,159.5,156.72,157.5,27012525
8/21/2017,157.5,157.89,155.1101,157.21,26145653
8/22/2017,158.23,160,158.02,159.78,21297812
8/23/2017,159.07,160.47,158.88,159.98,19198189
8/24/2017,160.43,160.74,158.55,159.27,19029621
8/25/2017,159.65,160.56,159.27,159.86,25015218
8/28/2017,160.14,162,159.93,161.47,25279674
8/29/2017,160.1,163.12,160,162.91,29307862
8/30/2017,163.8,163.89,162.61,163.35,26973946
8/31/2017,163.64,164.52,163.48,164,26412439
9/1/2017,164.8,164.94,163.63,164.05,16508568
9/5/2017,163.75,164.25,160.56,162.08,29317054
9/6/2017,162.71,162.99,160.52,161.91,21179047
9/7/2017,162.09,162.24,160.36,161.26,21722995
9/8/2017,160.86,161.15,158.53,158.63,28183159
9/11/2017,160.5,162.05,159.89,161.5,31028926
9/12/2017,162.61,163.96,158.77,160.86,71139119
9/13/2017,159.87,159.96,157.91,159.65,44393752
9/14/2017,158.99,159.4,158.09,158.28,23073646
9/15/2017,158.47,160.97,158,159.88,48203642
9/18/2017,160.11,160.5,157.995,158.67,27939718
9/19/2017,159.51,159.77,158.44,158.73,20347352
9/20/2017,157.9,158.26,153.83,156.07,51693239
9/21/2017,155.8,155.8,152.75,153.39,36643382
9/22/2017,152.02,152.27,150.56,151.89,46114424
9/25/2017,149.99,151.83,149.16,150.55,43922334
9/26/2017,151.78,153.92,151.69,153.14,35470985
9/27/2017,153.8,154.7189,153.54,154.23,24959552
9/28/2017,153.89,154.28,152.7,153.28,21896592
9/29/2017,153.21,154.13,152,154.12,25856530
10/2/2017,154.26,154.45,152.72,153.81,18524860
10/3/2017,154.01,155.09,153.91,154.48,16146388
10/4/2017,153.63,153.86,152.46,153.48,19844177
10/5/2017,154.18,155.44,154.05,155.39,21032800
10/6/2017,154.97,155.49,154.56,155.3,16423749
10/9/2017,155.81,156.73,155.485,155.84,16200129
10/10/2017,156.055,158,155.1,155.9,15456331
10/11/2017,155.97,156.98,155.75,156.55,16607693
10/12/2017,156.35,157.37,155.7299,156,16045720
10/13/2017,156.73,157.28,156.41,156.99,16287608
10/16/2017,157.9,160,157.65,159.88,23894630
10/17/2017,159.78,160.87,159.23,160.47,18816438
10/18/2017,160.42,160.71,159.6,159.76,16158659
10/19/2017,156.75,157.08,155.02,155.98,42111326
10/20/2017,156.61,157.75,155.96,156.25,23612246
10/23/2017,156.89,157.69,155.5,156.17,21654461
10/24/2017,156.29,157.42,156.2,157.1,17137731
10/25/2017,156.91,157.55,155.27,156.41,20126554
10/26/2017,157.23,157.8295,156.78,157.41,16751691
10/27/2017,159.29,163.6,158.7,163.05,43904150
10/30/2017,163.89,168.07,163.72,166.72,43923292
10/31/2017,167.9,169.6499,166.94,169.04,35474672
11/1/2017,169.87,169.94,165.61,166.89,33100847
11/2/2017,167.64,168.5,165.28,168.11,32710040
11/3/2017,174,174.26,171.12,172.5,58683826
11/6/2017,172.365,174.99,171.72,174.25,34242566
11/7/2017,173.91,175.25,173.6,174.81,23910914
11/8/2017,174.66,176.24,174.33,176.24,23907639
11/9/2017,175.11,176.095,173.14,175.88,28636531
11/10/2017,175.11,175.38,174.27,174.67,25061183
11/13/2017,173.5,174.5,173.4,173.97,16828025
11/14/2017,173.04,173.48,171.18,171.34,23588451
11/15/2017,169.97,170.3197,168.38,169.08,28702351
11/16/2017,171.18,171.87,170.3,171.1,23497326
11/17/2017,171.04,171.39,169.64,170.15,21665811
11/20/2017,170.29,170.56,169.56,169.98,15974387
11/21/2017,170.78,173.7,170.78,173.14,24875471
11/22/2017,173.36,175,173.05,174.96,24997274
11/24/2017,175.1,175.5,174.6459,174.97,14026519
11/27/2017,175.05,175.08,173.34,174.09,20536313
11/28/2017,174.3,174.87,171.86,173.07,25468442
11/29/2017,172.63,172.92,167.16,169.48,40788324
11/30/2017,170.43,172.14,168.44,171.85,40172368
12/1/2017,169.95,171.67,168.5,171.05,39590080
12/4/2017,172.48,172.62,169.63,169.8,32115052
12/5/2017,169.06,171.52,168.4,169.64,27008428
12/6/2017,167.5,170.2047,166.46,169.01,28224357
12/7/2017,169.03,170.44,168.91,169.32,24469613
12/8/2017,170.49,171,168.82,169.37,23096872
12/11/2017,169.2,172.89,168.79,172.67,33092051
12/12/2017,172.15,172.39,171.461,171.7,18945457
12/13/2017,172.5,173.54,172,172.27,23142242
12/14/2017,172.4,173.13,171.65,172.22,20219307
12/15/2017,173.63,174.17,172.46,173.97,37054632
12/18/2017,174.88,177.2,174.86,176.42,28831533
12/19/2017,175.03,175.39,174.09,174.54,27078872
12/20/2017,174.87,175.42,173.25,174.35,23000392
12/21/2017,174.17,176.02,174.1,175.01,20356826
12/22/2017,174.68,175.42,174.5,175.01,16052615
12/26/2017,170.8,171.47,169.68,170.57,32968167
12/27/2017,170.1,170.78,169.71,170.6,21672062
12/28/2017,171,171.85,170.48,171.08,15997739
12/29/2017,170.52,170.59,169.22,169.23,25643711
1/2/2018,170.16,172.3,169.26,172.26,25048048
1/3/2018,172.53,174.55,171.96,172.23,28819653
1/4/2018,172.54,173.47,172.08,173.03,22211345
1/5/2018,173.44,175.37,173.05,175,23016177
1/8/2018,174.35,175.61,173.93,174.35,20134092
1/9/2018,174.55,175.06,173.41,174.33,21262614
1/10/2018,173.16,174.3,173,174.29,23589129
1/11/2018,174.59,175.49,174.49,175.28,17523256
1/12/2018,176.18,177.36,175.65,177.09,25039531
1/16/2018,177.9,179.39,176.14,176.19,29159005
1/17/2018,176.15,179.25,175.07,179.1,32752734
1/18/2018,179.37,180.1,178.25,179.26,30234512
1/19/2018,178.61,179.58,177.41,178.46,30827809
1/22/2018,177.3,177.78,176.6,177,26023683
1/23/2018,177.3,179.44,176.82,177.04,31702531
1/24/2018,177.25,177.3,173.2,174.22,50562257
1/25/2018,174.51,174.95,170.53,171.11,39661804
